[206045465, 237134557, 98501963, 193035196, 7380439]
[206045465, 237134557, 98501963, 193035196, 7380439, 120741090]
[93013133, 79078986, 20365635, 126967462, 172761412]
[206045465, 25751687, 125958478, 78296307, 75256724, 94227023]
[206045465, 25751687, 125958478, 78296307, 75256724, 192342987]
[93013133, 79078986, 27477927, 85043021, 84166967, 204238722]
[206045465, 237134557, 98501963, 193035196, 86116500, 97681888]
[93013133, 79078986, 20365635, 126967462, 179682725, 54025675]
[206045465, 25751687, 125958478, 78296307, 75256724, 130922525]
[206045465, 25751687, 125958478, 78296307, 75256724, 39360236]
[206045465, 237134557, 98501963, 193035196, 217614723, 111949224]
[93013133, 79078986, 20365635, 126967462, 179682725, 158807819]
[206045465, 237134557, 98501963, 193035196, 217614723, 91916650]
[93013133, 79078986, 27477927, 85043021, 84166967, 24084839]
[206045465, 237134557, 98501963, 193035196, 86116500, 63640798]
[206045465, 25751687, 125958478, 194460356, 135388072, 242385269]
[206045465, 25751687, 125958478, 78296307, 75256724, 82950518]
[206045465, 237134557, 98501963, 193035196, 86116500, 127685339]
[93013133, 79078986, 20365635, 126967462, 17635692]
[206045465, 25751687, 125958478, 78296307, 75256724, 138950503]
[93013133, 79078986, 20365635, 126967462, 34343453]
[93013133, 79078986, 20365635, 126967462, 123014549]
[93013133, 79078986, 27477927, 85043021, 236177433, 216653602]
[206045465, 25751687, 125958478, 78296307, 75256724, 153147563]
[206045465, 237134557, 98501963, 193035196, 7380439, 224763643]
[93013133, 79078986, 20365635, 126967462, 118186695]
[206045465, 237134557, 98501963, 193035196, 127476587, 227650062]
[93013133, 79078986, 27477927, 85043021, 84166967, 76067032]
[206045465, 25751687, 125958478, 194460356, 135388072, 158964990]
[206045465, 237134557, 98501963, 193035196, 7380439, 230742419]
[93013133, 79078986, 20365635, 126967462, 67474313]
[206045465, 237134557, 98501963, 193035196, 86116500, 208295922]
[93013133, 79078986, 27477927, 85043021, 236177433, 208537640]
[206045465, 237134557, 98501963, 193035196, 86116500, 100015935]
[206045465, 237134557, 98501963, 193035196, 7380439, 8276387]
[206045465, 237134557, 98501963, 193035196, 127476587, 133719930]
[206045465, 25751687, 125958478, 194460356, 135388072, 78061143]
[206045465, 237134557, 98501963, 193035196, 7380439, 206944033]
[206045465, 237134557, 98501963, 193035196, 127476587, 141434439]
[206045465, 25751687, 125958478, 194460356, 135388072, 207426499]
[93013133, 79078986, 27477927, 85043021, 236177433, 62636801]
[93013133, 79078986, 27477927, 85043021, 84166967, 23977800]
[206045465, 237134557, 98501963, 193035196, 86116500, 206043514]
[206045465, 25751687, 125958478, 78296307, 75256724, 15887928]
[206045465, 25751687, 125958478, 194460356, 135388072, 4865375]
[206045465, 237134557, 98501963, 193035196, 86116500, 3346943]
[206045465, 237134557, 98501963, 193035196, 86116500, 230991533]
[206045465, 237134557, 98501963, 193035196, 86116500, 237011132]
[206045465, 237134557, 98501963, 193035196, 86116500, 229601697]
[93013133, 79078986, 20365635, 126967462, 179682725, 71295051]
[93013133, 79078986, 27477927, 85043021, 236177433, 35309106]
[206045465, 237134557, 98501963, 193035196, 127476587, 222572171]
[206045465, 25751687, 125958478, 194460356, 135388072, 212801555]
[93013133, 79078986, 20365635, 126967462, 119238029]
[206045465, 237134557, 98501963, 193035196, 127476587, 199125277]
[206045465, 25751687, 125958478, 194460356, 135388072, 67776602]
[93013133, 79078986, 20365635, 126967462, 239827137]
[206045465, 25751687, 125958478, 194460356, 135388072, 108299263]
[206045465, 237134557, 98501963, 193035196, 217614723, 209631820]
[93013133, 79078986, 20365635, 126967462, 179682725, 46509757]
[206045465, 237134557, 98501963, 193035196, 217614723, 149463412]
[206045465, 237134557, 98501963, 193035196, 86116500, 52053168]
[206045465, 237134557, 98501963, 193035196, 7380439, 182868056]
[93013133, 79078986, 20365635, 126967462, 127729612]
[206045465, 237134557, 98501963, 193035196, 86116500, 51195256]
[93013133, 79078986, 20365635, 126967462, 179682725, 199764926]
[93013133, 79078986, 27477927, 85043021, 236177433, 234583607]
[206045465, 237134557, 98501963, 193035196, 7380439, 28003640]
[206045465, 25751687, 125958478, 194460356, 135388072, 44942580]
[93013133, 79078986, 20365635, 126967462, 22347648]
[206045465, 237134557, 98501963, 193035196, 86116500, 70958429]
[93013133, 79078986, 27477927, 85043021, 84166967, 159758068]
[206045465, 237134557, 98501963, 193035196, 127476587, 134274911]
[206045465, 237134557, 98501963, 193035196, 86116500, 174011511]
[206045465, 237134557, 98501963, 193035196, 7380439, 97573281]
[206045465, 237134557, 98501963, 193035196, 127476587, 233565142]
[206045465, 237134557, 98501963, 193035196, 7380439, 241225518]
[93013133, 79078986, 20365635, 126967462, 183804721]
[206045465, 237134557, 98501963, 193035196, 7380439, 103803190]
[206045465, 237134557, 98501963, 193035196, 7380439, 71838200]
[93013133, 79078986, 27477927, 85043021, 236177433, 189305576]
[206045465, 237134557, 98501963, 193035196, 217614723, 65491354]
[206045465, 237134557, 98501963, 193035196, 7380439, 111587989]
[93013133, 79078986, 27477927, 85043021, 84166967, 66260576]
[206045465, 237134557, 98501963, 193035196, 217614723, 106909335]
[93013133, 79078986, 20365635, 126967462, 179682725, 6304153]
[93013133, 79078986, 20365635, 126967462, 179682725, 180829254]
[93013133, 79078986, 27477927, 85043021, 236177433, 177990884]
[206045465, 25751687, 125958478, 78296307, 75256724, 61891982]
[206045465, 25751687, 125958478, 194460356, 135388072, 95068072]
[93013133, 79078986, 27477927, 85043021, 236177433, 128417580]
[206045465, 237134557, 98501963, 193035196, 7380439, 14579833]
[93013133, 79078986, 27477927, 85043021, 84166967, 241590473]
[93013133, 79078986, 27477927, 85043021, 84166967, 30396631]
[206045465, 237134557, 98501963, 193035196, 127476587, 56257698]
[93013133, 79078986, 20365635, 126967462, 179682725, 77267605]
[206045465, 237134557, 98501963, 193035196, 7380439, 221031302]
[93013133, 79078986, 20365635, 126967462, 179682725, 203835453]
[93013133, 79078986, 20365635, 126967462, 28990373]
[93013133, 79078986, 27477927, 85043021, 84166967, 135087199]
[93013133, 79078986, 27477927, 85043021, 236177433, 70314331]
[206045465, 25751687, 125958478, 194460356, 135388072, 123393263]
[206045465, 25751687, 125958478, 194460356, 135388072, 211791239]
[93013133, 79078986, 20365635, 126967462, 115222380]
[93013133, 79078986, 20365635, 126967462, 222763109]
[93013133, 79078986, 20365635, 126967462, 179682725, 172751584]
[206045465, 25751687, 125958478, 78296307, 75256724, 122818974]
[93013133, 79078986, 27477927, 85043021, 84166967, 149929753]
[206045465, 237134557, 98501963, 193035196, 127476587, 132446221]
[206045465, 237134557, 98501963, 193035196, 86116500, 210291309]
[93013133, 79078986, 20365635, 126967462, 86721181]
[93013133, 79078986, 20365635, 126967462, 179682725, 5060229]
[93013133, 79078986, 20365635, 126967462, 179682725, 127383948]
[206045465, 25751687, 125958478, 194460356, 135388072, 74971607]
[206045465, 237134557, 98501963, 193035196, 127476587, 105202286]
[206045465, 237134557, 98501963, 193035196, 217614723, 35002395]
[93013133, 79078986, 20365635, 126967462, 179682725, 103496847]
[93013133, 79078986, 27477927, 85043021, 236177433, 58651087]
[206045465, 25751687, 125958478, 194460356, 135388072, 16809381]
[93013133, 79078986, 20365635, 126967462, 179682725, 217641717]
[206045465, 237134557, 98501963, 193035196, 7380439, 134612546]
[206045465, 25751687, 125958478, 78296307, 75256724, 155760291]
[206045465, 237134557, 98501963, 193035196, 86116500, 103767868]
[93013133, 79078986, 27477927, 85043021, 84166967, 145579240]
[93013133, 79078986, 20365635, 126967462, 58243967]
[93013133, 79078986, 20365635, 126967462, 79836401]
[206045465, 25751687, 125958478, 78296307, 75256724, 50913386]
[206045465, 237134557, 98501963, 193035196, 127476587, 27699278]
[206045465, 25751687, 125958478, 78296307, 75256724, 76203413]
[93013133, 79078986, 27477927, 85043021, 236177433, 47252492]
[206045465, 237134557, 98501963, 193035196, 86116500, 152569717]
[93013133, 79078986, 20365635, 126967462, 27449464]
[206045465, 237134557, 98501963, 193035196, 86116500, 2598686]
[206045465, 237134557, 98501963, 193035196, 217614723, 240239416]
[206045465, 237134557, 98501963, 193035196, 127476587, 7129097]
[93013133, 79078986, 20365635, 126967462, 179682725, 164398596]
[93013133, 79078986, 20365635, 126967462, 179682725, 16029397]
[206045465, 237134557, 98501963, 193035196, 7380439, 90648950]
[93013133, 79078986, 20365635, 126967462, 40737356]
[93013133, 79078986, 27477927, 85043021, 236177433, 187665438]
[206045465, 237134557, 98501963, 193035196, 7380439, 68722954]
[206045465, 237134557, 98501963, 193035196, 86116500, 14206532]
[206045465, 25751687, 125958478, 78296307, 75256724, 204853164]
[93013133, 79078986, 27477927, 85043021, 84166967, 130537543]
[93013133, 79078986, 27477927, 85043021, 236177433, 189981519]
[93013133, 79078986, 20365635, 126967462, 179682725, 46861640]
[206045465, 237134557, 98501963, 193035196, 217614723, 162905816]
[206045465, 237134557, 98501963, 193035196, 7380439, 127156153]
[206045465, 237134557, 98501963, 193035196, 86116500, 229818284]
[206045465, 237134557, 98501963, 193035196, 7380439, 134324477]
[206045465, 25751687, 125958478, 194460356, 135388072, 138848361]
[93013133, 79078986, 20365635, 126967462, 179682725, 88217507]
[206045465, 237134557, 98501963, 193035196, 127476587, 93934705]
[206045465, 25751687, 125958478, 78296307, 75256724, 16351491]
[206045465, 237134557, 98501963, 193035196, 127476587, 166375819]
[206045465, 25751687, 125958478, 78296307, 75256724, 25842552]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438]
[93013133, 79078986, 27477927, 85043021, 84166967, 150101081]
[206045465, 237134557, 98501963, 193035196, 86116500, 131197014]
[206045465, 25751687, 125958478, 78296307, 75256724, 45188009]
[93013133, 79078986, 20365635, 126967462, 154261203]
[93013133, 79078986, 27477927, 85043021, 236177433, 74008651]
[206045465, 237134557, 98501963, 193035196, 86116500, 155666147]
[206045465, 237134557, 98501963, 193035196, 86116500, 125509542]
[93013133, 79078986, 20365635, 126967462, 179682725, 54028279]
[93013133, 79078986, 20365635, 126967462, 28383221]
[206045465, 25751687, 125958478, 78296307, 75256724, 233266862]
[206045465, 25751687, 125958478, 194460356, 135388072, 138386590]
[206045465, 25751687, 125958478, 194460356, 135388072, 8189510]
[206045465, 25751687, 125958478, 194460356, 135388072, 176808318]
[206045465, 237134557, 98501963, 193035196, 217614723, 245619272]
[93013133, 79078986, 20365635, 126967462, 101072702]
[206045465, 237134557, 98501963, 193035196, 86116500, 225104103]
[93013133, 79078986, 20365635, 126967462, 199717423]
[206045465, 237134557, 98501963, 193035196, 7380439, 236020025]
[206045465, 237134557, 98501963, 193035196, 127476587, 127779087]
[206045465, 237134557, 98501963, 193035196, 217614723, 178765759]
[206045465, 25751687, 125958478, 78296307, 75256724, 150313065]
[206045465, 237134557, 98501963, 193035196, 86116500, 50865741]
[206045465, 237134557, 98501963, 193035196, 217614723, 101983317]
[206045465, 237134557, 98501963, 193035196, 217614723, 29147246]
[93013133, 79078986, 27477927, 85043021, 236177433, 194594929]
[206045465, 237134557, 98501963, 193035196, 127476587, 158918193]
[206045465, 237134557, 98501963, 193035196, 217614723, 68497504]
[206045465, 237134557, 98501963, 193035196, 7380439, 236916737]
[206045465, 25751687, 125958478, 194460356, 135388072, 99125073]
[206045465, 25751687, 125958478, 78296307, 75256724, 207324111]
[206045465, 237134557, 98501963, 193035196, 86116500, 147452849]
[206045465, 25751687, 125958478, 78296307, 75256724, 23147669]
[206045465, 237134557, 98501963, 193035196, 7380439, 110984722]
[93013133, 79078986, 20365635, 126967462, 179682725, 26850802]
[206045465, 25751687, 125958478, 194460356, 135388072, 21026438]
[206045465, 237134557, 98501963, 193035196, 7380439, 78500526]
[206045465, 237134557, 98501963, 193035196, 7380439, 171447426]
[93013133, 79078986, 27477927, 85043021, 236177433, 97601252]
[206045465, 237134557, 98501963, 193035196, 86116500, 137002340]
[93013133, 79078986, 20365635, 126967462, 179682725, 141210295]
[93013133, 79078986, 20365635, 126967462, 49797914]
[93013133, 79078986, 20365635, 126967462, 179682725, 11143362]
[206045465, 25751687, 125958478, 194460356, 135388072, 157722991]
[93013133, 79078986, 20365635, 126967462, 63050970]
[206045465, 25751687, 125958478, 78296307, 75256724, 195705450]
[206045465, 237134557, 98501963, 193035196, 127476587, 119797562]
[206045465, 237134557, 98501963, 193035196, 127476587, 45022064]
[206045465, 237134557, 98501963, 193035196, 217614723, 213601665]
[93013133, 79078986, 27477927, 85043021, 236177433, 165724528]
[206045465, 25751687, 125958478, 194460356, 135388072, 233075156]
[206045465, 237134557, 98501963, 193035196, 217614723, 16435827]
[93013133, 79078986, 27477927, 85043021, 84166967, 110217406]
[206045465, 25751687, 125958478, 194460356, 135388072, 42652069]
[93013133, 79078986, 20365635, 126967462, 179682725, 241744926]
[206045465, 237134557, 98501963, 193035196, 7380439, 178209692]
[93013133, 79078986, 20365635, 126967462, 179682725, 238596164]
[93013133, 79078986, 20365635, 126967462, 179682725, 209614951]
[93013133, 79078986, 20365635, 126967462, 200597821]
[206045465, 25751687, 125958478, 78296307, 75256724, 30124233]
[206045465, 25751687, 125958478, 78296307, 75256724, 25923497]
[206045465, 237134557, 98501963, 193035196, 7380439, 11850430]
[93013133, 79078986, 27477927, 85043021, 236177433, 58916631]
[206045465, 237134557, 98501963, 193035196, 7380439, 90965847]
[206045465, 25751687, 125958478, 78296307, 75256724, 183110613]
[206045465, 237134557, 98501963, 193035196, 127476587, 171112264]
[206045465, 237134557, 98501963, 193035196, 127476587, 12760095]
[93013133, 79078986, 20365635, 126967462, 96712508]
[93013133, 79078986, 20365635, 126967462, 100842233]
[206045465, 237134557, 98501963, 193035196, 86116500, 183292376]
[206045465, 237134557, 98501963, 193035196, 7380439, 179282704]
[206045465, 237134557, 98501963, 193035196, 127476587, 91468154]
[93013133, 79078986, 20365635, 126967462, 179682725, 243444976]
[206045465, 237134557, 98501963, 193035196, 86116500, 211737005]
[93013133, 79078986, 27477927, 85043021, 84166967, 64280246]
[206045465, 237134557, 98501963, 193035196, 217614723, 136691029]
[206045465, 25751687, 125958478, 194460356, 135388072, 38574822]
[93013133, 79078986, 27477927, 85043021, 236177433, 212600154]
[206045465, 237134557, 98501963, 193035196, 217614723, 207937562]
[206045465, 237134557, 98501963, 193035196, 7380439, 230905264]
[206045465, 25751687, 125958478, 194460356, 135388072, 40504568]
[93013133, 79078986, 20365635, 126967462, 179682725, 141036276]
[93013133, 79078986, 20365635, 126967462, 179682725, 6837435]
[206045465, 237134557, 98501963, 193035196, 217614723, 10400279]
[93013133, 79078986, 20365635, 126967462, 179682725, 9305769]
[206045465, 25751687, 125958478, 78296307, 75256724, 220487642]
[206045465, 237134557, 98501963, 193035196, 127476587, 110555631]
[206045465, 237134557, 98501963, 193035196, 127476587, 213985515]
[206045465, 237134557, 98501963, 193035196, 86116500, 144170677]
[206045465, 237134557, 98501963, 193035196, 217614723, 27407478]
[206045465, 237134557, 98501963, 193035196, 7380439, 29457225]
[206045465, 25751687, 125958478, 78296307, 75256724, 172650634]
[93013133, 79078986, 27477927, 85043021, 84166967, 74404929]
[93013133, 79078986, 20365635, 126967462, 179682725, 81219843]
[206045465, 237134557, 98501963, 193035196, 217614723, 124963395]
[206045465, 25751687, 125958478, 194460356, 135388072, 64063840]
[93013133, 79078986, 27477927, 85043021, 236177433, 124485161]
[206045465, 25751687, 125958478, 78296307, 75256724, 246178072]
[206045465, 237134557, 98501963, 193035196, 86116500, 17720801]
[93013133, 79078986, 20365635, 126967462, 218187567]
[206045465, 25751687, 125958478, 78296307, 75256724, 81296684]
[93013133, 79078986, 20365635, 126967462, 179682725, 31381810]
[206045465, 237134557, 98501963, 193035196, 127476587, 191402164]
[206045465, 237134557, 98501963, 193035196, 86116500, 10795098]
