[93013133, 79078986, 20365635, 126967462]
[206045465, 25751687, 125958478, 194460356, 180430508]
[93013133, 79078986, 27477927, 85043021, 232847017]
[206045465, 237134557, 98501963, 170963804]
[93013133, 79078986, 27477927, 146897913, 217874386]
[206045465, 25751687, 125958478, 78296307, 84848044]
[206045465, 25751687, 125958478, 78296307, 98223206]
[93013133, 79078986, 27477927, 146897913, 210111019]
[93013133, 79078986, 20365635, 126302347, 209702253]
[206045465, 25751687, 125958478, 194460356, 77941084]
[206045465, 25751687, 125958478, 194460356, 60270606]
[206045465, 237134557, 98501963, 193035196, 206667414]
[93013133, 79078986, 20365635, 126302347, 29660380]
[93013133, 79078986, 20365635, 126967462, 118121680]
[206045465, 237134557, 98501963, 140706524]
[93013133, 79078986, 27477927, 85043021, 248083077]
[93013133, 79078986, 27477927, 85043021, 24471783]
[93013133, 79078986, 20365635, 126967462, 189781976]
[206045465, 25751687, 125958478, 194460356, 227034742]
[93013133, 79078986, 27477927, 151118393, 70052067]
[206045465, 237134557, 98501963, 247019594]
[206045465, 25751687, 125958478, 78296307, 235825719]
[206045465, 237134557, 98501963, 192706509]
[206045465, 237134557, 98501963, 193035196, 235715806]
[206045465, 25751687, 125958478, 78296307, 183634057]
[206045465, 237134557, 98501963, 193035196, 45429414]
[206045465, 237134557, 98501963, 193035196, 179461903]
[206045465, 25751687, 125958478, 78296307, 238172130]
[206045465, 25751687, 125958478, 194460356, 197503524]
[93013133, 79078986, 20365635, 126302347, 116970854]
[206045465, 237134557, 98501963, 193035196, 151739294]
[93013133, 79078986, 20365635, 126967462, 117282523]
[206045465, 237134557, 98501963, 78106078]
[206045465, 25751687, 125958478, 194460356, 130446865]
[206045465, 237134557, 98501963, 144213595]
[206045465, 237134557, 98501963, 193035196, 57038193]
[206045465, 237134557, 98501963, 193035196, 222670923]
[93013133, 79078986, 27477927, 151118393, 839919]
[93013133, 79078986, 27477927, 146897913, 44538952]
[206045465, 25751687, 125958478, 78296307, 118522504]
[206045465, 25751687, 125958478, 78296307, 243188645]
[206045465, 25751687, 125958478, 194460356, 68549118]
[206045465, 237134557, 98501963, 193035196, 82276686]
[93013133, 79078986, 27477927, 85043021, 60172938]
[93013133, 79078986, 27477927, 151118393, 234385343]
[206045465, 237134557, 98501963, 193035196, 227558193]
[93013133, 79078986, 27477927, 151118393, 112640620]
[206045465, 237134557, 98501963, 38970561]
[206045465, 237134557, 98501963, 87302618]
[93013133, 79078986, 20365635, 126302347, 151337875]
[206045465, 25751687, 125958478, 194460356, 24460755]
[93013133, 79078986, 20365635, 126302347, 166666683]
[206045465, 237134557, 98501963, 193035196, 13071880]
[206045465, 237134557, 98501963, 210287242]
[93013133, 79078986, 27477927, 151118393, 72553288]
[93013133, 79078986, 20365635, 126967462, 20695348]
[206045465, 237134557, 98501963, 32286662]
[206045465, 237134557, 98501963, 193035196, 177161245]
[93013133, 79078986, 20365635, 126967462, 122374453]
[206045465, 25751687, 125958478, 78296307, 8202358]
[93013133, 79078986, 20365635, 126302347, 225076649]
[93013133, 79078986, 27477927, 146897913, 171526154]
[93013133, 79078986, 27477927, 85043021, 18985110]
[93013133, 79078986, 20365635, 126967462, 126847828]
[93013133, 79078986, 27477927, 146897913, 120542820]
[93013133, 79078986, 20365635, 126302347, 109446113]
[93013133, 79078986, 27477927, 146897913, 203030240]
[206045465, 25751687, 125958478, 78296307, 185826888]
[93013133, 79078986, 27477927, 151118393, 172624881]
[206045465, 237134557, 98501963, 193035196, 28641740]
[93013133, 79078986, 27477927, 146897913, 121720517]
[93013133, 79078986, 20365635, 126302347, 50000279]
[93013133, 79078986, 27477927, 146897913, 13416263]
[206045465, 237134557, 98501963, 193035196, 166523273]
[93013133, 79078986, 20365635, 126967462, 196356809]
[206045465, 237134557, 150819137, 109197033, 109437481]
[206045465, 25751687, 125958478, 194460356, 241876107]
[206045465, 237134557, 150819137, 109197033, 43599190]
[93013133, 79078986, 27477927, 146897913, 12997379]
[206045465, 237134557, 98501963, 193035196, 230289167]
[206045465, 237134557, 98501963, 77796981]
[93013133, 79078986, 27477927, 85043021, 232300306]
[206045465, 25751687, 125958478, 78296307, 143177046]
[93013133, 79078986, 27477927, 146897913, 2543541]
[206045465, 25751687, 125958478, 194460356, 105680616]
[206045465, 25751687, 125958478, 78296307, 145906375]
[93013133, 79078986, 20365635, 126967462, 228878563]
[206045465, 25751687, 125958478, 78296307, 160319987]
[206045465, 237134557, 150819137, 109197033, 169540799]
[93013133, 79078986, 27477927, 146897913, 30724718]
[93013133, 79078986, 20365635, 126302347, 50189439]
[93013133, 79078986, 27477927, 146897913, 29360781]
[206045465, 237134557, 98501963, 44245983]
[93013133, 79078986, 27477927, 146897913, 129057328]
[206045465, 25751687, 125958478, 78296307, 213992750]
[93013133, 79078986, 27477927, 151118393, 171591166]
[206045465, 237134557, 150819137, 109197033, 56326606]
[93013133, 79078986, 20365635, 126302347, 236499295]
[93013133, 79078986, 27477927, 85043021, 17480502]
[206045465, 237134557, 98501963, 65857384]
[93013133, 79078986, 20365635, 126302347, 92894442]
[93013133, 79078986, 27477927, 85043021, 94125613]
[206045465, 25751687, 125958478, 194460356, 1619365]
[93013133, 79078986, 27477927, 151118393, 63030914]
[206045465, 25751687, 125958478, 194460356, 50727801]
[206045465, 25751687, 125958478, 78296307, 92222428]
[93013133, 79078986, 20365635, 126302347, 162439929]
[93013133, 79078986, 27477927, 151118393, 166378471]
[93013133, 79078986, 27477927, 151118393, 95530959]
[206045465, 237134557, 98501963, 193035196, 197155164]
[93013133, 79078986, 27477927, 146897913, 133276627]
[93013133, 79078986, 27477927, 85043021, 221962078]
[93013133, 79078986, 27477927, 146897913, 77570600]
[93013133, 79078986, 20365635, 126967462, 49191219]
[93013133, 79078986, 27477927, 146897913, 29161046]
[206045465, 237134557, 98501963, 193035196, 80582296]
[93013133, 79078986, 20365635, 126302347, 98381536]
[93013133, 79078986, 27477927, 151118393, 150692091]
[206045465, 25751687, 125958478, 194460356, 152985741]
[93013133, 79078986, 27477927, 85043021, 90048009]
[93013133, 79078986, 27477927, 146897913, 154409254]
[206045465, 237134557, 98501963, 156079553]
[93013133, 79078986, 27477927, 146897913, 87484833]
[93013133, 79078986, 27477927, 85043021, 36168338]
[93013133, 79078986, 20365635, 126967462, 107162101]
[93013133, 79078986, 27477927, 146897913, 158605118]
[206045465, 237134557, 98501963, 193035196, 105198378]
[206045465, 25751687, 125958478, 78296307, 159363511]
[206045465, 237134557, 98501963, 193035196, 158326070]
[206045465, 237134557, 98501963, 193035196, 63788487]
[93013133, 79078986, 27477927, 146897913, 2710693]
[93013133, 79078986, 20365635, 126967462, 97617606]
[93013133, 79078986, 20365635, 126302347, 109432689]
[93013133, 79078986, 20365635, 126302347, 3221439]
[93013133, 79078986, 20365635, 126302347, 214774887]
[206045465, 237134557, 98501963, 193035196, 207423604]
[206045465, 237134557, 150819137, 109197033, 225356028]
[93013133, 79078986, 27477927, 85043021, 130226734]
[206045465, 25751687, 125958478, 78296307, 12888464]
[206045465, 237134557, 98501963, 193035196, 54811469]
[93013133, 79078986, 27477927, 151118393, 196320114]
[93013133, 79078986, 27477927, 85043021, 89612849]
[93013133, 79078986, 20365635, 126967462, 144549698]
[93013133, 79078986, 27477927, 151118393, 114822247]
[206045465, 25751687, 125958478, 194460356, 61716979]
[93013133, 79078986, 27477927, 151118393, 204216725]
[93013133, 79078986, 27477927, 146897913, 87440455]
[206045465, 237134557, 150819137, 109197033, 230059266]
[206045465, 237134557, 98501963, 193035196, 24656087]
[206045465, 237134557, 98501963, 193035196, 34750358]
[206045465, 237134557, 98501963, 193035196, 59580861]
[93013133, 79078986, 20365635, 126967462, 5346601]
[93013133, 79078986, 27477927, 151118393, 191776989]
[206045465, 25751687, 125958478, 194460356, 245542108]
[206045465, 237134557, 150819137, 109197033, 207298755]
[93013133, 79078986, 27477927, 151118393, 33808202]
[93013133, 79078986, 20365635, 126302347, 109187364]
[206045465, 25751687, 125958478, 78296307, 223325059]
[93013133, 79078986, 27477927, 146897913, 60041599]
[93013133, 79078986, 27477927, 146897913, 118886546]
[206045465, 237134557, 98501963, 193035196, 140311595]
[206045465, 25751687, 125958478, 78296307, 207578875]
[93013133, 79078986, 27477927, 151118393, 102461585]
[206045465, 237134557, 150819137, 109197033, 215383683]
[206045465, 237134557, 98501963, 193035196, 132498564]
[206045465, 237134557, 98501963, 55916527]
[206045465, 25751687, 125958478, 194460356, 243420955]
[93013133, 79078986, 27477927, 85043021, 140715590]
[93013133, 79078986, 27477927, 85043021, 127970270]
[93013133, 79078986, 27477927, 85043021, 124783740]
[93013133, 79078986, 20365635, 126302347, 225345858]
[206045465, 237134557, 98501963, 193035196, 19956532]
[93013133, 79078986, 27477927, 85043021, 191570992]
[93013133, 79078986, 27477927, 85043021, 217517266]
[93013133, 79078986, 27477927, 85043021, 145264196]
[93013133, 79078986, 27477927, 85043021, 11916592]
[93013133, 79078986, 20365635, 126302347, 138353256]
[206045465, 25751687, 125958478, 78296307, 226784736]
[206045465, 237134557, 98501963, 193035196, 200182001]
[206045465, 237134557, 98501963, 193035196, 62929422]
[93013133, 79078986, 20365635, 126967462, 150583793]
[206045465, 237134557, 98501963, 193035196, 67393860]
[206045465, 237134557, 98501963, 86343052]
[93013133, 79078986, 27477927, 85043021, 78587645]
[93013133, 79078986, 27477927, 151118393, 210278072]
[93013133, 79078986, 27477927, 146897913, 6836547]
[206045465, 25751687, 125958478, 78296307, 197100327]
[93013133, 79078986, 20365635, 126967462, 90926623]
[93013133, 79078986, 27477927, 151118393, 98323509]
[93013133, 79078986, 20365635, 126967462, 133798931]
[206045465, 25751687, 125958478, 194460356, 84963102]
[93013133, 79078986, 27477927, 146897913, 124524493]
[206045465, 25751687, 125958478, 194460356, 110467735]
[206045465, 237134557, 150819137, 109197033, 41749293]
[206045465, 237134557, 98501963, 19786366]
[93013133, 79078986, 27477927, 146897913, 190439759]
[93013133, 79078986, 27477927, 151118393, 36983633]
[93013133, 79078986, 27477927, 85043021, 235320702]
[93013133, 79078986, 27477927, 151118393, 73230887]
[206045465, 25751687, 125958478, 194460356, 222377373]
[206045465, 237134557, 98501963, 32090936]
[206045465, 25751687, 125958478, 194460356, 81032477]
[93013133, 79078986, 27477927, 146897913, 28500840]
[206045465, 237134557, 98501963, 193035196, 244275955]
[93013133, 79078986, 20365635, 126302347, 237143405]
[206045465, 237134557, 150819137, 109197033, 192717591]
[206045465, 25751687, 125958478, 194460356, 44867910]
[93013133, 79078986, 20365635, 126302347, 36380302]
[206045465, 237134557, 150819137, 109197033, 225574475]
[93013133, 79078986, 27477927, 85043021, 169175073]
[93013133, 79078986, 20365635, 126302347, 193858516]
[93013133, 79078986, 27477927, 85043021, 223039484]
[206045465, 25751687, 125958478, 194460356, 205834158]
[206045465, 237134557, 98501963, 103301295]
[206045465, 237134557, 150819137, 109197033, 221303402]
[93013133, 79078986, 20365635, 126967462, 108850465]
[93013133, 79078986, 20365635, 126967462, 222690736]
[93013133, 79078986, 20365635, 126302347, 44208431]
[206045465, 25751687, 125958478, 194460356, 216963435]
[206045465, 25751687, 125958478, 78296307, 4902444]
[93013133, 79078986, 27477927, 85043021, 85493834]
[93013133, 79078986, 20365635, 126967462, 25279435]
[206045465, 25751687, 125958478, 194460356, 84298229]
[93013133, 79078986, 27477927, 146897913, 164611557]
[206045465, 25751687, 125958478, 194460356, 79267622]
[206045465, 25751687, 125958478, 78296307, 73980401]
[93013133, 79078986, 27477927, 146897913, 104089774]
[93013133, 79078986, 27477927, 85043021, 62026729]
[206045465, 25751687, 125958478, 194460356, 59149614]
[93013133, 79078986, 20365635, 126302347, 149934687]
[206045465, 237134557, 98501963, 206636333]
[206045465, 25751687, 125958478, 78296307, 69834734]
[93013133, 79078986, 27477927, 85043021, 65631580]
[93013133, 79078986, 20365635, 126967462, 153220884]
[206045465, 25751687, 125958478, 194460356, 104075151]
[93013133, 79078986, 27477927, 146897913, 198769434]
[93013133, 79078986, 20365635, 126967462, 36391861]
[93013133, 79078986, 27477927, 151118393, 231507927]
[93013133, 79078986, 20365635, 126302347, 28176511]
[206045465, 237134557, 98501963, 80110547]
[206045465, 237134557, 98501963, 193035196, 211298396]
[93013133, 79078986, 27477927, 146897913, 139687035]
[93013133, 79078986, 27477927, 146897913, 109887180]
[93013133, 79078986, 20365635, 126302347, 186852723]
[93013133, 79078986, 20365635, 126302347, 137067665]
[93013133, 79078986, 27477927, 151118393, 12829690]
[206045465, 237134557, 98501963, 193035196, 216769260]
[206045465, 237134557, 98501963, 184243557]
[93013133, 79078986, 27477927, 85043021, 99960157]
[93013133, 79078986, 20365635, 126967462, 98288366]
[93013133, 79078986, 20365635, 126302347, 230810740]
[93013133, 79078986, 27477927, 146897913, 218211223]
[93013133, 79078986, 20365635, 126302347, 231190671]
[206045465, 25751687, 125958478, 78296307, 86965408]
[206045465, 237134557, 150819137, 109197033, 145975400]
[206045465, 237134557, 150819137, 109197033, 165215500]
[206045465, 25751687, 125958478, 194460356, 9845582]
[206045465, 237134557, 98501963, 162803118]
[93013133, 79078986, 20365635, 126967462, 67915948]
[206045465, 25751687, 125958478, 78296307, 51366984]
[93013133, 79078986, 27477927, 146897913, 120227704]
[206045465, 237134557, 150819137, 109197033, 230013798]
[93013133, 79078986, 27477927, 151118393, 197127937]
[206045465, 237134557, 98501963, 199659896]
[93013133, 79078986, 20365635, 126967462, 174952184]
[93013133, 79078986, 27477927, 146897913, 79144749]
[206045465, 237134557, 150819137, 109197033, 178385839]
[93013133, 79078986, 27477927, 146897913, 81634235]
[93013133, 79078986, 27477927, 146897913, 61952607]
[206045465, 237134557, 98501963, 193035196, 78181995]
[93013133, 79078986, 20365635, 126967462, 11850946]
[206045465, 25751687, 125958478, 78296307, 100045253]
[206045465, 237134557, 98501963, 193035196, 24767496]
[93013133, 79078986, 27477927, 85043021, 242821032]
[93013133, 79078986, 20365635, 126302347, 14703845]
[206045465, 237134557, 98501963, 193035196, 204523149]
[206045465, 25751687, 125958478, 78296307, 94830456]
[206045465, 237134557, 150819137, 109197033, 197824723]
[93013133, 79078986, 27477927, 146897913, 68884477]
[93013133, 79078986, 27477927, 146897913, 121876257]
[93013133, 79078986, 20365635, 126302347, 53424024]
[93013133, 79078986, 27477927, 151118393, 146281679]
[206045465, 237134557, 150819137, 109197033, 186875244]
[206045465, 25751687, 125958478, 78296307, 100185292]
[93013133, 79078986, 20365635, 126302347, 38958978]
[93013133, 79078986, 20365635, 126302347, 69925583]
[206045465, 237134557, 150819137, 109197033, 54060374]
[206045465, 237134557, 98501963, 193035196, 202407178]
[93013133, 79078986, 27477927, 146897913, 19120091]
[206045465, 237134557, 98501963, 193035196, 23098873]
[206045465, 237134557, 98501963, 193035196, 104116595]
[93013133, 79078986, 20365635, 126302347, 210566240]
[206045465, 237134557, 98501963, 193035196, 130025698]
[206045465, 237134557, 150819137, 109197033, 82834612]
[206045465, 237134557, 98501963, 193035196, 232546]
[206045465, 25751687, 125958478, 194460356, 99391968]
[206045465, 25751687, 125958478, 194460356, 169348629]
[206045465, 25751687, 125958478, 194460356, 27970788]
[206045465, 237134557, 98501963, 193035196, 118042449]
[206045465, 237134557, 98501963, 193035196, 108141078]
[93013133, 79078986, 27477927, 146897913, 238081684]
[206045465, 237134557, 98501963, 193035196, 242718352]
[206045465, 25751687, 125958478, 78296307, 184945090]
[93013133, 79078986, 20365635, 126967462, 226528832]
[93013133, 79078986, 20365635, 126967462, 132965338]
[206045465, 237134557, 150819137, 109197033, 140606378]
[206045465, 237134557, 98501963, 193035196, 139634542]
[206045465, 237134557, 150819137, 109197033, 7265954]
[206045465, 237134557, 150819137, 109197033, 28247444]
[93013133, 79078986, 27477927, 85043021, 138170014]
[206045465, 25751687, 125958478, 194460356, 15987533]
[93013133, 79078986, 27477927, 146897913, 240005004]
