[239554898, 105465088, 218365829, 203396497, 217698719, 109346344, 97770307, 148322777, 40290812, 53317582]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 229694818, 38381508, 244387890, 80332124, 96755886]
[188932858, 115146698, 234256803, 209034558, 68471112, 202487706, 87533445, 169524753, 217532164, 226088795, 215238450]
[188932858, 115146698, 234256803, 209034558, 68471112, 202487706, 87533445, 45340708, 33737261, 239512810, 59992949]
[205972194, 61946850, 32802042, 172129796, 159489605, 37610409, 78212502, 79146772, 199271522, 15823205, 214879033]
[121975721, 42062284, 93893883, 4420759, 46004189, 144780964, 248183294, 230729050, 199890091, 208025959, 5724434]
[28939697, 83720688, 206122823, 229232565, 63268197, 197346838, 202459749, 104582464, 71406444, 196513447, 169534491]
[245186357, 104175749, 170891995, 212154307, 241205060, 93308425, 57956812, 155193716, 236975928, 84941153, 77925098]
[213112826, 25516838, 152287638, 114775498, 49141311, 165540066, 235599468, 109491739, 119743552, 102233253, 148083427]
[181938804, 60690532, 76340025, 79775124, 216604709, 247934478, 135270017, 86403125, 245915620, 25733964, 31860026]
[141361673, 190697245, 163142798, 177099734, 231929783, 167202517, 150862424, 119728630, 44549488, 245323262, 110267502]
[245186357, 56476491, 21738255, 97185163, 192049182, 166698876, 186300486, 58611580, 174704100, 92737481, 110313819]
[205972194, 86177255, 137657541, 216106120, 180801689, 61038839, 70368444, 5119394, 229370637, 73863287, 219216116]
[211510271, 40815467, 12295450, 74057130, 91055803, 224722603, 7582571, 187773335, 241229521, 78272579, 205322076]
[245186357, 51214878, 45978248, 68718653, 95501463, 18237359, 135937542, 247044871, 131947429, 183587238, 162239543]
[231488027, 32101784, 127865537, 154034083, 68103002, 244309041, 202762300, 11332827, 228508792, 91693920, 184638221]
[205226715, 161852671, 133516433, 129939351, 208152556, 78815679, 144812260, 99675843, 230670890, 22742849, 241446225]
[245186357, 51214878, 45978248, 68718653, 95501463, 66356562, 4198448, 87677325, 160544840, 103213066, 77382689]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 229694818, 45688486, 212105504, 109078652, 157381173]
[204318514, 96260484, 124198569, 82290644, 227716861, 7485663, 234525365, 205575251, 21241506, 130066797, 73686291]
[60417925, 159601639, 183311976, 179543640, 195441151, 208024229, 171994369, 210510030, 121974885, 100934293, 127698066]
[116640107, 175919948, 230396891, 219625776, 144804450, 165707799, 74741956, 20124311, 32801137, 72620227, 212959167]
[239554898, 105465088, 218365829, 203396497, 217698719, 109346344, 174986052, 136553142, 115464069, 209481130, 145147853]
[204318514, 96260484, 124198569, 82290644, 146804374, 45330786, 231514379, 155329311, 107216497, 83809598, 12050858]
[245186357, 104175749, 170891995, 212154307, 48930371, 82990612, 240639531, 70956795, 123729853, 208592643, 8353419]
[121975721, 42062284, 19586029, 212970628, 190945423, 131867659, 172042741, 178470854, 9206555, 78809148, 191166902]
[54792871, 223562163, 178724447, 99504548, 56784500, 130892133, 146003756, 39470416, 17089697, 222469623, 184495817]
[245186357, 51214878, 45978248, 195792955, 168729222, 58289814, 67579479, 227460341, 170280266, 106398335, 45267262]
[22619776, 15424767, 102941135, 61285663, 96312587, 111443785, 183774674, 126124716, 234614492, 137282834, 89107549]
[106261171, 126184161, 170418784, 140105318, 233056587, 120809932, 33142929, 208114007, 204909728, 21976052, 111031365]
[108906837, 199773189, 71402764, 29015971, 82406962, 144289557, 163899452, 153055596, 5348888, 221842185, 39796712]
[245186357, 56476491, 21738255, 97185163, 192049182, 166698876, 186300486, 58611580, 174704100, 92737481, 121161834]
[245186357, 104175749, 170891995, 92128647, 82767641, 86769079, 224546669, 234090443, 190882275, 174176957, 216058476]
[205972194, 86177255, 137657541, 146101519, 33871342, 244227685, 5434914, 172837622, 217423912, 208921265, 172168127]
[121690776, 115201947, 136745825, 178417372, 175589778, 225969016, 51501538, 75861659, 187002545, 163945422, 2874836]
[188932858, 115146698, 234256803, 209034558, 68471112, 79138923, 7178783, 197103336, 135376660, 87114805, 104440338]
[239554898, 105465088, 218365829, 203396497, 217698719, 109346344, 97770307, 148322777, 40290812, 48773903, 224536652]
[72760936, 3767875, 33619245, 132662969, 17340775, 176750230, 230235340, 147929315, 220245541, 227394635, 101008356]
[245186357, 104175749, 170891995, 212154307, 48930371, 82990612, 240639531, 70956795, 123729853, 208592643, 218837724]
[239208748, 140345608, 11321520, 169990400, 29850833, 106466285, 65765412, 92351927, 977612, 87206552, 95496219]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 49100722, 24067438, 162784019, 30028631, 200975809]
[211804832, 138574305, 94342188, 23325149, 239267654, 123812024, 64267331, 62871745, 72512449, 50414484, 81592377]
[205972194, 61946850, 32802042, 172129796, 159489605, 18105192, 190933999, 162581151, 52655976, 149327231, 78160013]
[152865647, 34304426, 142969536, 142498073, 1308617, 53092407, 46593768, 53213570, 199735210, 95240876, 233113419]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 229694818, 60444082, 28180802, 152840345, 186594324]
[245186357, 104175749, 170891995, 92128647, 82767641, 86769079, 224546669, 234090443, 190882275, 174176957, 173317583]
[28939697, 83720688, 206122823, 229232565, 63268197, 197346838, 202459749, 104582464, 71406444, 196513447, 41716189]
[239208748, 140345608, 11321520, 114795487, 98869557, 20525157, 172875608, 213550588, 28576030, 164297956, 215665431]
[245186357, 104175749, 170891995, 92128647, 82767641, 20692254, 68650779, 17440460, 194581933, 160127400, 67079098]
[148907630, 26611378, 193025159, 174146668, 98828830, 91190696, 170476984, 88540733, 128467512, 83764948, 92013900]
[239208748, 140345608, 11321520, 169990400, 29850833, 106466285, 222696948, 110786112, 237565148, 89248505, 51559723]
[245186357, 104175749, 170891995, 92128647, 82767641, 56698018, 158137408, 185853241, 8633032, 9517346, 129030103]
[116640107, 175919948, 230396891, 118261327, 178497914, 206946729, 74797845, 209602126, 38995126, 63934521, 160421582]
[139255779, 91820978, 191620793, 47012473, 225750785, 34425498, 245899442, 141811451, 96643872, 208737209, 232232446]
[205972194, 86177255, 137657541, 216106120, 120372757, 36816577, 8429449, 111589256, 202811160, 9624347, 62370209]
[205972194, 86177255, 137657541, 216106120, 120372757, 139542613, 234459856, 200819481, 54144565, 97612982, 51520433]
[204318514, 96260484, 124198569, 82290644, 146804374, 117498001, 230623437, 104779812, 144825428, 223409743, 61060302]
[205972194, 86177255, 137657541, 216106120, 155227982, 196603466, 100904977, 133761788, 7514627, 242314854, 213221799]
[150812197, 207907728, 45493282, 10744960, 70592574, 85420583, 79985699, 11582301, 2421460, 36124941, 111793250]
[10106479, 48368057, 101287106, 26137914, 144997814, 193014708, 124288747, 12178467, 166376151, 204929300, 194018074]
[245186357, 51214878, 45978248, 195792955, 168729222, 58289814, 37216390, 178846090, 165283945, 236665407, 9336219]
[112655291, 19209424, 128847631, 39081452, 6726870, 216748752, 239708831, 184377442, 248935212, 81394674, 136095504]
[211804832, 138574305, 94342188, 23325149, 239267654, 54424579, 57522084, 108462456, 100851516, 126171258, 167790034]
[245186357, 104175749, 170891995, 212154307, 241205060, 180743962, 200110544, 136885296, 625320, 162193222, 192737009]
[243854923, 131996813, 143905498, 72933, 19201883, 178743729, 181305953, 181205042, 22718586, 94896154, 198244478]
[184452350, 117534910, 85483031, 226603022, 32217485, 41591867, 137499730, 152360760, 235789420, 22105281, 49400379]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 229694818, 60444082, 189751493, 235427584, 222526986]
[245186357, 104175749, 170891995, 92128647, 82767641, 86769079, 47938141, 114341120, 184322092, 56555034, 67182853]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 91394014, 173379820, 215618061, 39504754, 86343083]
[205972194, 86177255, 137657541, 216106120, 180801689, 61038839, 100776572, 167842330, 166002818, 141156919, 202295345]
[204318514, 96260484, 124198569, 82290644, 227716861, 7485663, 234525365, 205575251, 21241506, 32778438, 95042448]
[245186357, 33815929, 81317813, 149728072, 110885945, 66745182, 71658269, 55212737, 19754454, 151509804, 45485993]
[245186357, 51214878, 45978248, 68718653, 95501463, 66356562, 229178962, 40317626, 219591100, 120825633, 127194377]
[245186357, 104175749, 170891995, 212154307, 48930371, 82990612, 240639531, 70956795, 123729853, 208592643, 56371104]
[245186357, 104175749, 170891995, 212154307, 48930371, 147258838, 153837408, 17231724, 185349163, 10814160, 137128376]
[211510271, 40815467, 12295450, 74057130, 91055803, 224722603, 7582571, 187773335, 241229521, 78272579, 32015124]
[188932858, 200934080, 97777798, 41131871, 177611026, 170615717, 80287989, 21170640, 239973047, 74819426, 151676433]
[152865647, 34304426, 142969536, 142498073, 1308617, 53092407, 229121187, 110537453, 100354476, 2074861, 35378346]
[245186357, 51214878, 45978248, 68718653, 95501463, 13860663, 193348584, 71641594, 5971684, 42325692, 60749350]
[245186357, 104175749, 170891995, 212154307, 48930371, 82990612, 240639531, 70956795, 104408661, 79245912, 18655123]
[205972194, 86177255, 137657541, 146101519, 33871342, 244227685, 5434914, 172837622, 14992702, 75064674, 66491005]
[204318514, 96260484, 124198569, 82290644, 146804374, 140349087, 149291171, 178242340, 72313996, 24783330, 40774215]
[128396256, 156921189, 237060631, 191130671, 154624531, 56079660, 183093982, 20931835, 241110509, 83533493, 64700331]
[213112826, 25516838, 8960197, 80019682, 108974184, 238793631, 148390383, 107277515, 34424590, 36525935, 39190927]
[211804832, 138574305, 94342188, 23325149, 239267654, 245431079, 124801332, 120566545, 46530130, 1803927, 25238019]
[104573498, 121415770, 149472192, 187891726, 102116478, 192853830, 469009, 173795057, 211724642, 52817125, 228880800]
[205972194, 86177255, 137657541, 216106120, 180801689, 105694761, 228412029, 52095647, 71370143, 26830206, 129742037]
[239208748, 140345608, 11321520, 169990400, 128087118, 162335816, 126252266, 44732562, 164949390, 120600373, 176227924]
[96343362, 100486110, 213236602, 24901115, 191020080, 188532064, 59099781, 35170304, 133186344, 44674498, 214839455]
[211510271, 40815467, 12295450, 74057130, 91055803, 224722603, 88958559, 217174569, 208798388, 135506703, 222617696]
[108906837, 199773189, 71402764, 29015971, 82406962, 227606238, 134560117, 236846284, 121195820, 212142927, 121260364]
[213112826, 25516838, 152287638, 224047741, 126628879, 136124568, 137618244, 115876519, 115667201, 79484809, 144989034]
[28939697, 123364048, 231894319, 154778647, 193962753, 221624341, 138787811, 38879424, 145229954, 64773480, 73540647]
[205972194, 61946850, 217597649, 241053092, 63709074, 131080152, 224675483, 181568427, 119893697, 232133082, 116251164]
[245186357, 51214878, 45978248, 68718653, 95501463, 66356562, 4198448, 222299965, 112334834, 57864010, 242590095]
[204318514, 96260484, 124198569, 82290644, 146804374, 45330786, 231514379, 155329311, 107216497, 144883387, 36192259]
[205972194, 86177255, 137657541, 216106120, 180801689, 105694761, 203006612, 114818669, 178759617, 239616510, 142372067]
[245186357, 56476491, 21738255, 97185163, 192049182, 166698876, 186300486, 169473030, 43676744, 166203043, 155640653]
[245186357, 56476491, 21738255, 97185163, 192049182, 166698876, 186300486, 16080446, 219879657, 52062324, 9087296]
[49431804, 24092436, 92023561, 36526307, 201258008, 147443895, 47461940, 231453641, 17366111, 45597773, 41392359]
[204318514, 96260484, 124198569, 82290644, 146804374, 117498001, 230623437, 227354955, 106793811, 73772712, 110534417]
[239208748, 140345608, 11321520, 114795487, 98869557, 20525157, 172875608, 213550588, 28576030, 164297956, 210023032]
[245186357, 104175749, 170891995, 92128647, 82767641, 56698018, 130038044, 101597625, 72415734, 29057384, 198299347]
[106261171, 126184161, 170418784, 140105318, 233056587, 120809932, 33142929, 208114007, 204909728, 21976052, 108661211]
[211804832, 138574305, 94342188, 23325149, 239267654, 123812024, 64267331, 62871745, 239629190, 87304677, 62900847]
[188932858, 115146698, 234256803, 209034558, 68471112, 79138923, 7178783, 94130946, 132538053, 64409301, 199839124]
[167539219, 192052900, 155852712, 211348323, 132577636, 86947648, 130432837, 98348844, 174648899, 20773065, 13694239]
[104573498, 121415770, 149472192, 187891726, 102116478, 192853830, 469009, 173795057, 36838292, 36804284, 230950862]
[22619776, 15424767, 102941135, 61285663, 212578573, 228040875, 207888121, 163192691, 222760386, 154834602, 54542633]
[245186357, 104175749, 170891995, 212154307, 48930371, 82990612, 240639531, 70956795, 123729853, 208592643, 98351998]
[245186357, 56476491, 21738255, 97185163, 192049182, 166698876, 186300486, 201011640, 110878933, 244577019, 197094832]
[245186357, 104175749, 170891995, 92128647, 82767641, 20692254, 68650779, 150055429, 23283450, 212610563, 115658931]
[121690776, 115201947, 136745825, 178417372, 175589778, 225969016, 108868664, 100099667, 240899272, 95303062, 59844294]
[231488027, 32101784, 127865537, 154034083, 126137750, 220865562, 189830705, 81753196, 178855344, 9355756, 21542372]
[245186357, 104175749, 170891995, 212154307, 241205060, 93308425, 57956812, 155193716, 236975928, 84941153, 236969776]
[189558414, 165918446, 240176469, 152623937, 7814976, 79398008, 65512537, 42732053, 97081474, 176415497, 191913414]
[211804832, 138574305, 94342188, 23325149, 239267654, 54424579, 119097658, 144228463, 150505700, 236068170, 48249240]
[205972194, 86177255, 137657541, 146101519, 33871342, 244227685, 5434914, 172837622, 34101403, 230527293, 39721172]
[74329510, 39112394, 143983921, 14633437, 31883744, 64678772, 138369111, 196982491, 173830541, 194783444, 35842741]
[184452350, 117534910, 86206692, 212275701, 208750326, 49386487, 245196297, 216618963, 238268933, 91404154, 182458762]
[205972194, 86177255, 137657541, 216106120, 180801689, 61038839, 70368444, 5119394, 229370637, 43314408, 30933395]
[245186357, 56476491, 21738255, 97185163, 192049182, 166698876, 186300486, 169473030, 76379930, 61068466, 181407135]
[152865647, 34304426, 62534149, 180961701, 202283163, 235692508, 75635935, 25175159, 59364606, 106894921, 215201671]
[82212583, 193617759, 234025706, 196862795, 8436367, 9518221, 175779267, 42693559, 124579819, 53443461, 152224278]
[28939697, 123364048, 231894319, 154778647, 193962753, 93622992, 188982435, 62687192, 233555816, 195556400, 121985037]
[22619776, 15424767, 102941135, 61285663, 96312587, 111443785, 47244643, 125257460, 81207102, 90957250, 79299041]
[213112826, 25516838, 152287638, 224047741, 246519967, 225391265, 242039224, 161827383, 165288367, 182939386, 68049766]
[243854923, 131996813, 143905498, 72933, 19201883, 178743729, 181305953, 181205042, 22718586, 94896154, 236781535]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 49100722, 148492674, 114647031, 121198993, 191811778]
[188932858, 200934080, 97777798, 41131871, 177611026, 170615717, 80287989, 86883847, 196973607, 49344526, 103189467]
[245186357, 51214878, 45978248, 68718653, 95501463, 13860663, 193348584, 71641594, 5971684, 196804702, 208739562]
[245186357, 51214878, 45978248, 68718653, 95501463, 13860663, 193348584, 213714104, 174580304, 107008245, 172697296]
[205972194, 86177255, 137657541, 146101519, 155170494, 56151626, 128923372, 30103136, 133192022, 126471664, 162209065]
[10106479, 48368057, 101287106, 26137914, 144997814, 193014708, 214360453, 85928735, 228773370, 236007963, 169804014]
[245186357, 51214878, 45978248, 68718653, 95501463, 13860663, 193348584, 134487352, 33516277, 71872543, 24442571]
[213112826, 25516838, 152287638, 51081692, 208711471, 1648887, 101765623, 247578697, 100001522, 232602397, 21412073]
[211510271, 40815467, 12295450, 74057130, 91055803, 224722603, 88958559, 217174569, 208798388, 234613220, 100297492]
